cruise,sta,date,time,lat,lon,"depth, m",ctd.S,btl.S,DO mg/L,chl ug/L,NH4 uM,NO2 uM,NO3 uM,NOX uM,DIN uM,PO4 uM,TDN uM,TDP uM,Si uM,DIC.whatisthis,sta.depth,csal,ctemp degC,pH.uga glass-electrode,DIC.uga umol/kg,ALK.uga umol/kg,d13C permil,dH permil,dO18 permil,DIC.uga uM,TA.uga uM,pH spec,labT.TA degC,labp.TA g/mL,labT.DIC degC,labp.DIC g/mL,S.new,"density, kg/m3",DO umol/kg,pH (calculated from TA & DIC),Arag (calculated from TA & DIC)
GM0704,X01,5/7/2007,1899-12-30 22:38:00,29.14687,-88.95453,9,30.67,29.5,5.51,19.15,NA,1.164,16.458,17.622,NA,0.585,NA,NA,24.429,26.44,8509,30.67,23,8.140472731,2137.129745,2421.431369,NA,NA,NA,2181.272074,2471.445936,NA,NA,NA,23,1.02065496,30.085,1019.807904,175.6047586,8.100413441,3.425303347
GM0704,X01,5/7/2007,1899-12-30 22:38:00,29.14687,-88.95453,1,25.54,26.3,6.28,15.97,NA,1.002,25.248,26.25,NA,0.505,NA,NA,32.535,26.18,8501,25.54,23.46,8.195251484,2137.434212,2407.445658,NA,NA,NA,2173.296272,2447.837993,NA,NA,NA,23,1.016778088,25.92,1017.226853,199.6382563,8.115995924,3.374561332
GM0704,X05,5/7/2007,1899-12-30 20:34:00,29.02498,-88.90517,110,36.51,36,5.38,0.31,NA,0.409,3.841,4.25,NA,0.318,NA,NA,4.127,26.23,87110,36.51,19.92,8.12335437,2114.088505,2410.907496,NA,NA,NA,2167.111866,2471.37536,NA,NA,NA,23,1.025080956,36.255,1026.028978,172.5075909,8.083842259,3.217920069
GM0704,X05,5/7/2007,1899-12-30 20:34:00,29.02498,-88.90517,2,35.8,25.4,6.55,0.68,NA,0.141,0.063,0.204,NA,0.44,NA,NA,1.699,25.18,87002,35.8,24.46,8.262013089,2036.625893,2403.525046,NA,NA,NA,2086.608959,2462.512586,NA,NA,NA,23,1.024542095,30.6,1016.269602,208.0254851,8.279132454,4.576717283
GM0704,X07,5/7/2007,1899-12-30 18:40:00,28.95608,-89.11817,37,36.43,36,5.02,0.66,NA,1.738,1.401,3.139,NA,0.421,NA,NA,5.465,26.19,88037,36.43,21.35,8.128489878,2117.877889,2415.805382,NA,NA,NA,2170.867677,2476.249384,NA,NA,NA,23,1.025020228,36.215,1025.321153,160.8532879,8.065520962,3.293775651
GM0704,X07,5/7/2007,1899-12-30 18:40:00,28.95608,-89.11817,2,31.05,31.1,6.39,7.94,NA,1.049,12.679,13.728,NA,0.212,NA,NA,10.962,25.48,88002,31.05,24.28,8.265436761,2073.829417,2409.220067,NA,NA,NA,2117.260648,2459.675226,NA,NA,NA,23,1.020942528,31.075,1020.618883,203.8124762,8.14754924,3.963001781
GM0704,X08,5/7/2007,1899-12-30 17:27:00,28.8667,-89.11415,113,36.5,35.6,5.44,0.29,NA,0.283,3.957,4.24,NA,0.289,NA,NA,3.674,26.19,89113,36.5,19.92,8.133625387,2113.101798,2404.766546,NA,NA,NA,2166.08437,2465.062135,NA,NA,NA,23,1.025073365,36.05,1025.73708,174.381843,8.080853187,3.177756028
GM0704,X08,5/7/2007,1899-12-30 17:27:00,28.8667,-89.11415,39,36.51,36.2,6.33,1.12,NA,-0.013,0.03,0.017,NA,0.183,NA,NA,1.019,25.69,89039,36.51,22.87,8.195251484,2068.948731,2413.569408,NA,NA,NA,2120.839943,2474.104036,NA,NA,NA,23,1.025080956,36.355,1025.05163,202.7756297,8.116007276,3.78807961
GM0704,X08,5/7/2007,1899-12-30 17:27:00,28.8667,-89.11415,1,36.47,36.1,6.45,0.31,NA,-0.035,0.097,0.062,NA,0.172,NA,NA,1.009,25.46,89001,36.47,24.83,8.220929024,2089.501084,2412.591508,NA,NA,NA,2141.844323,2473.028353,NA,NA,NA,23,1.025050592,36.285,1024.228978,206.4538955,8.055214867,3.637280297
GM0708,A02,8/20/2007,1899-12-30 05:40:00,29.2398,-89.7497,8,30.04,29.5,5.64,1.43,NA,0.115,0.015,0.13,NA,0.141,NA,NA,5.346,NA,108,30.04,30.85,8.383211696,1977.148704,2364.429201,-0.8334325,NA,NA,2017.087108,2412.9,NA,22,1.0205,23,1.0202,29.77,1017.35605,179.3157282,8.157243394,4.79469007
GM0708,A02,8/20/2007,1899-12-30 05:40:00,29.2398,-89.7497,1,29.99,28.8,5.34,1.45,NA,0.074,-0.145,-0.071,NA,0.252,NA,NA,5.922,NA,101,29.99,30.8,8.383211696,1973.921324,2357.702862,-0.403512,NA,NA,2013.597142,2405.8,NA,22,1.0204,23,1.0201,29.395,1016.820396,169.688267,8.164182995,4.787993744
GM0708,A03,8/20/2007,1899-12-30 04:47:00,29.1786,-89.7509,13,35.11,34,0.49,3.53,NA,2.077,4.676,6.753,NA,1.17,NA,NA,29.27,NA,213,35.11,29.31,8.053048322,2153.811453,2385.678024,NA,NA,NA,2205.502928,2443.65,NA,22,1.0243,23,1.024,34.555,1021.265851,15.6387198,7.855321095,2.837121367
GM0708,A03,8/20/2007,1899-12-30 04:47:00,29.1786,-89.7509,1,29.42,30.2,5.71,1.95,NA,0.295,0.511,0.806,NA,0.297,NA,NA,6.986,NA,201,29.42,30.83,8.350368219,1979.819079,2344.362745,NA,NA,NA,2018.821515,2391.25,NA,22,1.02,23,1.0197,29.81,1017.855257,181.6303585,8.11702498,4.482281994
GM0708,A04,8/20/2007,1899-12-30 03:53:00,29.133,-89.7497,18,36.16,35.8,0.99,1.53,NA,1.297,8.353,9.65,NA,1.186,NA,NA,25.516,NA,318,36.16,27.23,7.999461596,2185.543552,2396.741781,-0.334999,NA,NA,2239.745032,2456.9,NA,22,1.0251,23,1.0248,35.98,1023.324325,31.66028355,7.822604189,2.538473672
GM0708,A04,8/20/2007,1899-12-30 03:53:00,29.133,-89.7497,2,28.14,29.8,5.94,1.06,NA,0.213,1.252,1.465,NA,0.3,NA,NA,8.917,NA,302,28.14,30.56,8.32962497,1977.36296,2310.009814,-0.4514777,NA,NA,2014.339647,2353.9,NA,22,1.019,23,1.0187,28.97,1017.652928,188.9089088,8.082629081,4.105958959
GM0708,A05,8/20/2007,1899-12-30 02:51:00,29.0714,-89.749,27,36.33,36,3.06,0.66,NA,1.167,6.301,7.468,NA,0.779,NA,NA,15.865,NA,427,36.33,25.55,8.059962738,2156.785784,2400.751073,NA,NA,NA,2210.48975,2461.25,NA,22,1.0252,23,1.0249,36.165,1024.045073,97.92798238,7.90850918,2.827979986
GM0708,A05,8/20/2007,1899-12-30 02:51:00,29.0714,-89.749,2,28.92,31.2,5.97,0.94,NA,0.28,1.764,2.044,NA,0.303,NA,NA,8.399,NA,402,28.92,30.83,8.369382864,1964.298955,2323.852491,NA,NA,NA,2002.209925,2369.4,NA,22,1.0196,23,1.0193,30.06,1018.606535,190.0409083,8.098902987,4.358290994
GM0708,A06,8/20/2007,1899-12-30 01:56:00,29.0098,-89.7505,37,36.42,35.5,3.4,0.64,NA,0.685,6.657,7.342,NA,0.631,NA,NA,13.629,NA,537,36.42,23.74,8.053048322,2158.909097,2400.468156,0.746675,NA,NA,2212.881825,2461.2,NA,22,1.0253,23,1.025,35.96,1024.257924,108.8314856,7.936848903,2.783762338
GM0708,A06,8/20/2007,1899-12-30 01:56:00,29.0098,-89.7505,25,36.22,35.3,0.79,0.75,NA,0.781,10.934,11.715,NA,1.343,NA,NA,28.438,NA,525,36.22,26.62,7.926860225,2212.077889,2396.400351,-0.846962,NA,NA,2267.158628,2456.55,NA,22,1.0251,23,1.0249,35.76,1023.172845,25.26052687,7.781019377,2.275583564
GM0708,A06,8/20/2007,1899-12-30 01:56:00,29.0098,-89.7505,1,28.08,28.3,6.13,2.33,NA,0.012,-0.117,-0.105,NA,0.273,NA,NA,10.757,NA,501,28.08,30.63,8.419512381,1992.262371,2384.052993,-1.062535,NA,NA,2029.517677,2429.35,NA,22,1.019,23,1.0187,28.19,1016.505006,194.7315427,8.180659465,4.917246554
GM0708,A07,8/20/2007,1899-12-30 00:57:00,28.9409,-89.749,46,36.46,35.5,3.72,0.34,NA,0.099,5.382,5.481,NA,0.449,NA,NA,8.856,NA,646,36.46,22.4,8.070334362,2150.152442,2401.394714,NA,NA,NA,2203.906253,2462.15,NA,22,1.0253,23,1.025,35.98,1024.685673,119.1241767,7.975071676,2.854763426
GM0708,A07,8/20/2007,1899-12-30 00:57:00,28.9409,-89.749,2,28.47,29.5,6.2,7,NA,0.319,0.266,0.585,NA,0.375,NA,NA,11.009,NA,602,28.47,30.63,8.346911011,2034.034211,2388.060434,NA,NA,NA,2072.680861,2434.15,NA,22,1.0193,23,1.019,28.985,1017.405094,197.1296294,8.105872747,4.415864011
GM0708,A08,8/19/2007,1899-12-30 23:56:00,28.8346,-89.7524,61,36.47,35.3,3.87,0.47,NA,0.338,4.99,5.328,NA,0.45,NA,NA,9.186,NA,761,36.47,21.95,8.078977382,2148.063499,2404.905881,0.4720955,NA,NA,2201.979892,2465.75,NA,22,1.0253,23,1.0251,35.885,1024.726539,123.9325133,7.993498815,2.903287244
GM0708,A08,8/19/2007,1899-12-30 23:56:00,28.8346,-89.7524,1,29.22,29.9,5.69,0.96,NA,0.047,0.07,0.117,NA,0.103,NA,NA,4.005,NA,701,29.22,30.87,8.412597965,1957.720814,2343.106491,-0.255152,NA,NA,1996.092142,2389.5,NA,22,1.0198,23,1.0196,29.56,1017.617564,180.9519087,8.152668302,4.741965182
GM0708,A09,8/19/2007,1899-12-30 22:57:00,28.7506,-89.7507,78,36.47,35.4,4.01,0.42,NA,0.149,5.067,5.216,NA,0.448,NA,NA,8.28,NA,878,36.47,21.85,8.096263423,2134.764594,2397.44465,0.23765295,NA,NA,2188.347185,2458.1,NA,22,1.0253,23,1.0251,35.935,1024.904871,128.4382081,8.004876861,2.944670894
GM0708,A09,8/19/2007,1899-12-30 22:57:00,28.7506,-89.7507,23,36.14,35.8,5.95,0.68,NA,-0.035,-0.029,-0.064,NA,0.163,NA,NA,1.625,NA,823,36.14,29.6,8.2570236,2047.537352,2406.789582,0.890069,NA,NA,2098.316278,2467.2,NA,22,1.0251,23,1.0248,35.97,1022.561338,190.1396291,8.043125556,4.129807906
GM0708,A09,8/19/2007,1899-12-30 22:57:00,28.7506,-89.7507,1,29.14,30.8,5.85,0.76,NA,0.029,0.023,0.052,NA,0.175,NA,NA,4.831,NA,801,29.14,30.88,8.348639615,1988.228141,2368.846833,-0.03190015,NA,NA,2026.99859,2415.75,NA,22,1.0198,23,1.0195,29.97,1018.286232,186.1624329,8.128026471,4.655305393
GM0708,B01,8/20/2007,1899-12-30 09:06:00,29.0722,-90.2036,5,25.55,25.6,5.97,9.7,NA,0.087,-0.149,-0.062,NA,0.434,NA,NA,24.697,NA,905,25.55,30.81,8.397040529,2007.723653,2355.029004,-1.73375,NA,NA,2041.45341,2395.3,NA,22,1.0171,23,1.0168,25.575,1014.448346,189.2651169,8.154709023,4.498876906
GM0708,B01,8/20/2007,1899-12-30 09:06:00,29.0722,-90.2036,1,25.6,25.4,5.67,9.47,NA,0.073,-0.189,-0.116,NA,0.423,NA,NA,25.693,NA,901,25.6,30.83,8.414326569,2010.323882,2359.551667,-1.64145,NA,NA,2044.097324,2399.9,NA,22,1.0171,23,1.0168,25.5,1014.275231,179.7236322,8.15977907,4.537044844
GM0708,B02,8/20/2007,1899-12-30 09:34:00,29.0715,-90.1869,7,28.08,26.2,4.51,6.7,NA,0.405,0.049,0.454,NA,0.523,NA,NA,20.83,NA,1007,28.08,30.98,6.996871244,2009.377392,2342.247301,NA,NA,NA,2046.95275,2386.75,NA,22,1.019,23,1.0187,27.14,1014.846579,143.0353036,8.122303994,4.296068026
GM0708,B02,8/20/2007,1899-12-30 09:34:00,29.0715,-90.1869,1,24.24,24.2,6.02,11.6,NA,0.122,0.082,0.204,NA,0.487,NA,NA,29.914,NA,1001,24.24,30.63,8.51,2027.628159,2374.61864,NA,NA,NA,2059.664684,2412.85,NA,22,1.0161,23,1.0158,24.22,1013.448517,190.662152,8.174925277,4.566111955
GM0708,B03,8/20/2007,1899-12-30 10:08:00,29.0465,-90.1641,10,33.81,32.2,0.29,1.73,NA,6.265,1.609,7.874,NA,1.789,NA,NA,26.632,NA,1110,33.81,30.18,8.087620403,2146.447342,2383.318675,-1.34753,NA,NA,2195.81563,2438.85,NA,22,1.0233,23,1.023,33.005,1019.610769,9.240569111,7.873860948,2.959540428
GM0708,B03,8/20/2007,1899-12-30 10:08:00,29.0465,-90.1641,1,27.09,26.7,5.43,2.9,NA,0.491,-0.027,0.464,NA,0.445,NA,NA,15.216,NA,1101,27.09,30.79,8.374568676,1978.520054,2321.596936,-1.73237,NA,NA,2013.935563,2363.85,NA,22,1.0182,23,1.0179,26.895,1015.257505,172.2829684,8.138374253,4.382348923
GM0708,B05,8/20/2007,1899-12-30 10:50:00,29.0211,-90.1038,14,35.47,34.4,0.13,1.85,NA,3.123,1.21,4.333,NA,1.855,NA,NA,25.081,NA,1214,35.47,28.79,8.013290428,2194.376433,2414.064025,NA,NA,NA,2247.69978,2473.45,NA,22,1.0246,23,1.0243,34.935,1021.743888,4.150990206,7.829806424,2.697552708
